'2014-08-19', ' USD_JPY', 'buy', ' 102.6325', ' 102.945', ' 102.967', ' 102.52000000000001', ' 102.74347827544588', 0.0, 0.5879999999999939, 0.4334999999999951, 0.7224999999999966, 0.7849999999999966, 0.0, 0.0, 0.005744599783111989, 0.004228793842641998, 0.007067915576316336, 0.0076840250587313684, 0.0, 95.07827850597658, 95.07827850597658, 138.9175019042066, 181.63822095126716, 182.1582209616561, 238.72012925019763, 378.0736155435945, 378.0736155435945, 825.358061858285, 825.358061858285, 95.07827850597658, 95.07827850597658, 0.007940548690935368, 0.00782707020867287, 0.003401692073764957, 0.0038909367503363046, 102.84424999999999, -0.0315000000000083, 6722, 5585, 551, 0, -3498, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 31.25, ' 7457.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-08-20', ' USD_JPY', 'buy', ' 102.949', ' 103.7065', ' 103.85249999999999', ' 102.904', ' 103.43569531198196', 1.2905000000000086, 0.0, 1.3495000000000061, 1.4200000000000017, 1.4840000000000089, 1.5465000000000089, 0.012600570223402678, 0.0, 0.013184247291343104, 0.013882574924354648, 0.014517351855022221, 0.015138018794048639, 1144.6711928926018, 1144.6711928926018, 84.607265724064, 84.607265724064, 269.75940382140595, 376.88387776641235, 586.5696600472982, 943.5996033738196, 690.1636515722736, 690.1636515722736, 1554.065498501887, 1554.065498501887, 0.016491217752685687, 0.015396439971018515, 0.015282122070967463, 0.010824008733283966, 103.54237499999999, -0.16799999999999216, 10438, 6722, 5585, 551, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 75.75000000000074, ' 15081.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-08-21', ' USD_JPY', 'buy', ' 103.711', ' 103.8545', ' 103.9645', ' 103.598', ' 103.8200805046104', 1.2265000000000015, 1.4385000000000048, 0.0, 1.4355000000000047, 1.5679999999999978, 1.632000000000005, 0.011950929570877358, 0.014045656928604952, 0.0, 0.014015954071022024, 0.015329491184076078, 0.015965174007679377, 411.6516231365855, 411.6516231365855, 1265.9825688668948, 1265.9825688668948, 69.98633833933502, 69.98633833933502, 505.41780018023815, 632.175771104508, 640.2901487149944, 1028.9338901218791, 750.8193644182913, 750.8193644182913, 0.0, 0.017941856818003612, 0.016845516674173156, 0.016731035630546655, 103.817875, -0.255999999999986, 3944, 10438, 6722, 5585, 551, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 14.350000000000307, ' 9869.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-08-22', ' USD_JPY', 'hold', ' 103.854', ' 103.94550000000001', ' 104.198', ' 103.504', ' 103.94872822963862', 1.0005000000000166, 1.3175000000000097, 1.529500000000013, 1.4340000000000117, 1.5265000000000128, 1.659000000000006, 0.009718781873816277, 0.012837627158280485, 0.014934189970317265, 0.01398867444140425, 0.014904461086321999, 0.016219149154580576, 318.9037317888824, 698.1438259086863, 434.9550742752683, 434.9550742752683, 1340.572671661908, 1340.572671661908, 470.07180717356954, 558.9946543215148, 533.5911660708389, 665.0088622972064, 673.3209897201358, 1081.4029448115703, 0.017477486296006393, 0.0, 0.01883380381086812, 0.017736503025437264, 103.89825, -0.36249999999998295, 4928, 3944, 10438, 6722, 5585, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 9.150000000001057, ' 18098.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-08-24', ' USD_JPY', 'sell', ' 104.27449999999999', ' 104.201', ' 104.28649999999999', ' 104.152', ' 104.2234578888265', 0.3464999999999918, 0.49449999999998795, 1.2560000000000002, 0.0, 1.843999999999994, 1.6894999999999953, 0.003336398519081906, 0.0047682642843022175, 0.01220068968866871, 0.0, 0.01801537755112004, 0.016481077732742135, 164.52928662229317, 225.77801748714182, 136.74221014842308, 337.72958687305135, 376.0625556907093, 808.8150933267146, 36.43119967940289, 36.43119967940289, 354.72502496133035, 503.6717665321186, 543.5969658713586, 640.7839008539635, 0.018717034994842816, 0.01935483870967739, 0.019978465152701613, 0.0, 104.21012499999999, 0.0, -483, 0, 4928, 3944, 10438, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -7.349999999999568, ' 1781.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-08-25', ' USD_JPY', 'hold', ' 104.2065', ' 104.0715', ' 104.2645', ' 103.8615', ' 104.04684775499939', 0.12599999999999056, 0.21699999999999875, 0.3649999999999949, 1.6555000000000035, 0.0, 1.714500000000001, 0.001212173687172514, 0.0020894616988190087, 0.0035195479550461624, 0.016164466489611035, 0.0, 0.016750197836982336, 81.77232251119344, 111.35215033110995, 129.1950534256331, 199.79192447602796, 123.08907505650335, 312.46737041298894, 1443.8512755319093, 1443.8512755319093, 52.10916821112405, 52.10916821112405, 332.47416967797363, 470.46846704747054, 0.01613470156904484, 0.0174509832675866, 0.018087994326102412, 0.018710845732184844, 104.06725, 0.20999999999999375, 335, -483, 0, 4928, 3944, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -13.500000000000512, ' 7951.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-08-26', ' USD_JPY', 'sell', ' 104.076', ' 104.0955', ' 104.176', ' 103.7475', ' 103.95557894471855', 0.0, 0.14999999999999147, 0.24099999999999966, 1.4675000000000011, 1.6795000000000044, 0.0, 0.0, 0.0014430639133006379, 0.00232055423693725, 0.014299216588065647, 0.016398804874238445, 0.0, 81.21351663628532, 81.21351663628532, 85.23053526937623, 115.53113460681317, 135.74348274393364, 204.6078799375476, 473.36735637199257, 473.36735637199257, 1463.5233905547689, 1463.5233905547689, 81.21351663628532, 81.21351663628532, 0.01545192490598619, 0.016369033089563504, 0.01768561833673063, 0.018322776296803588, 104.028625, 0.04099999999999682, 6199, 335, -483, 0, 4928, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 1.9500000000007844, ' 9931.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-08-27', ' USD_JPY', 'sell', ' 104.093', ' 103.8755', ' 104.164', ' 103.779', ' 103.94332125243722', -0.325499999999991, 0.0, -0.07000000000000739, 0.9305000000000092, 1.2475000000000023, 1.4595000000000056, -0.0031237704052743355, 0.0, -0.0006734298262070737, 0.009038807130020974, 0.0121555520910473, 0.014250703015153937, -205.5760553338044, -205.5760553338044, 25.064928554565242, 25.064928554565242, 53.53025165270203, 77.22377874620214, 303.24378003495457, 667.8229307256596, 417.0293426301274, 417.0293426301274, 1283.195669511897, 1283.195669511897, 0.014835331242611674, 0.013305824224599234, 0.014220994151475853, 0.015534796869577105, 103.9235, -0.04099999999999682, -4348, 6199, 335, -483, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -21.750000000000114, ' 8719.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-08-28', ' USD_JPY', 'buy', ' 103.87049999999999', ' 103.72', ' 103.90350000000001', ' 103.5555', ' 103.73036669193833', -0.3515000000000015, -0.48099999999999454, 0.0, 0.013499999999993406, 0.7750000000000057, 1.0919999999999987, -0.003377485670908957, -0.004616078540512995, 0.0, 0.0001301750613509607, 0.007528291806304393, 0.010640371048836562, -35.11165381845083, -35.11165381845083, -321.18935227560354, -321.18935227560354, 47.270101359165594, 47.270101359165594, 86.03056552129054, 243.8984971642444, 268.4563157815892, 600.467227854799, 377.2086101898534, 377.2086101898534, 0.0, 0.013316138612894083, 0.011788921242982503, 0.012702721174782041, 103.72475, 0.292500000000004, -648, -4348, 6199, 335, -483, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -15.049999999999386, ' 11871.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-08-29', ' USD_JPY', 'hold', ' 103.71549999999999', ' 104.08', ' 104.127', ' 103.6855', ' 103.9176493877551', -0.015500000000002956, 0.008499999999997954, -0.12099999999999511, 0.2254999999999967, 0.37349999999999284, 1.1350000000000051, -0.00014890172966173327, 8.167461793092204e-05, -0.0011612172627901375, 0.0021713069727358632, 0.0036015100307116026, 0.011025304774394144, 77.59624793553054, 26.094346017373706, 54.21834882919291, 54.21834882919291, -53.53155871260235, -53.53155871260235, 131.5142888091972, 201.497575368649, 123.98522678068325, 314.12550817291554, 348.9932105160666, 756.4032602246334, 0.01624746133416655, 0.0, 0.01683324052092186, 0.015300722357979352, 103.99312499999999, 0.11750000000000682, 6749, -648, -4348, 6199, 335, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 36.45000000000067, ' 8575.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-08-31', ' USD_JPY', 'buy', ' 104.1825', ' 104.1665', ' 104.222', ' 104.1235', ' 104.15947293233081', 0.44650000000000034, 0.2909999999999968, 0.07099999999999795, 0.0, 0.22099999999998943, 0.3119999999999976, 0.004304859236405711, 0.002801430558697641, 0.0006820659874826285, 0.0, 0.0021261141655962924, 0.0030042029955370023, 175.5746621911836, 124.66897590177767, 100.64932450666836, 91.37154295613381, 97.78294100748104, 61.415321830450864, 43.65477801545152, 43.65477801545152, 95.4610813456663, 127.89396308910098, 155.1159194772381, 218.85508151120882, 0.01186555927922683, 0.014991035584830642, 0.017092055928761157, 0.0, 104.169625, 0.0, -84, 0, 6749, -648, -4348, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -1.6000000000005343, ' 665.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-01', ' USD_JPY', 'buy', ' 104.17150000000001', ' 104.3535', ' 104.3715', ' 104.1005', ' 104.22704355662364', 0.2734999999999985, 0.633499999999998, 0.47799999999999443, 0.1525000000000034, 0.0, 0.40799999999998704, 0.002627786318216742, 0.006107790204396432, 0.004601662567207805, 0.0014635176245909676, 0.0, 0.0039251338441778335, 151.30234398588047, 176.61112112728122, 229.31027893381972, 173.318185662245, 149.22074046214348, 137.57620500156432, 149.81401500817694, 149.81401500817694, 93.35789912992628, 93.35789912992628, 122.40632241983916, 160.4552155706201, 0.006238760347711969, 0.013682063237651209, 0.016813150407296223, 0.01891794250898297, 104.29475, -0.018000000000000682, 2886, -84, 0, 6749, -648, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 18.199999999998795, ' 3329.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-02', ' USD_JPY', 'sell', ' 104.3505', ' 105.2435', ' 105.2735', ' 104.3325', ' 104.95745503068001', 0.0, 1.163499999999999, 1.5234999999999985, 1.171999999999997, 1.042500000000004, 0.0, 0.0, 0.01117890084550345, 0.014688584650983404, 0.011261488495889817, 0.010004702450072496, 0.0, 96.81189194347577, 96.81189194347577, 352.8878022904243, 406.1115485858729, 485.05733188005934, 404.8572053778414, 342.92795460845286, 342.92795460845286, 811.523560205598, 811.523560205598, 96.81189194347577, 96.81189194347577, 0.013374480643592679, 0.014820671799742464, 0.022327456408762002, 0.025485247690688675, 105.02324999999999, -0.04800000000000182, 11138, 2886, -84, 0, 6749, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 89.30000000000007, ' 11897.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-03', ' USD_JPY', 'buy', ' 105.2405', ' 104.8925', ' 105.3115', ' 104.7415', ' 104.98529517506071', 0.7259999999999991, 0.0, 0.8125, 0.796999999999997, 0.820999999999998, 0.6915000000000049, 0.006969611151377834, 0.0, 0.0078064950038431976, 0.007656430873572796, 0.007888807214270939, 0.0066362127042927125, 780.70986729972, 780.70986729972, 26.491223422592043, 26.491223422592043, 273.38612154335163, 315.60070584658587, 267.21113950731797, 357.86651767199675, 255.8312020270003, 255.8312020270003, 550.5572114816721, 550.5572114816721, 0.009110543505971768, 0.009994752273613534, 0.011436120204615841, 0.018917868764874498, 104.95949999999999, 0.5300000000000011, -6002, 11138, 2886, -84, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -34.7999999999999, ' 12767.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-04', ' USD_JPY', 'sell', ' 104.8895', ' 105.5885', ' 105.70750000000001', ' 104.7615', ' 105.10544776757102', 1.2349999999999994, 1.421999999999997, 0.0, 1.7129999999999939, 1.492999999999995, 1.516999999999996, 0.011834773150876582, 0.013651221841954919, 0.0, 0.016490895350684175, 0.014342598863543525, 0.014576517106028027, 549.0772881633605, 549.0772881633605, 1487.3081347127365, 1487.3081347127365, 87.42070957497654, 87.42070957497654, 469.99987792210334, 442.72464150481215, 429.6381727798886, 642.0676640986023, 428.53587381244466, 428.53587381244466, 0.0, 0.01580636006368709, 0.01669643587904226, 0.018147367812046407, 105.4115, 0.4409999999999883, 14013, -6002, 11138, 2886, -84, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 69.8999999999998, ' 18724.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-05', ' USD_JPY', 'hold', ' 105.586', ' 105.0835', ' 105.59049999999999', ' 104.684', ' 105.06202688202728', -0.1599999999999966, 0.730000000000004, 0.9170000000000016, 1.363500000000002, 1.2079999999999984, 0.9879999999999995, -0.0015202839130207242, 0.006995452955578912, 0.008803214085142551, 0.013145969919012745, 0.011629306236793069, 0.009491284445533184, 79.8087056526352, 472.3858329966791, 362.7304934573829, 362.7304934573829, 974.6182998800193, 974.6182998800193, 439.0803335975903, 363.23221306942054, 338.8310808230925, 317.947345606724, 311.7852247875787, 435.8584989471154, 0.008469208548862366, 0.0, 0.010948044888908041, 0.011833863722804493, 105.110375, 0.2804999999999893, -2077, 14013, -6002, 11138, 2886, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -50.24999999999977, ' 17521.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-07', ' USD_JPY', 'buy', ' 104.995', ' 105.18350000000001', ' 105.232', ' 104.974', ' 105.18224267912773', -0.4049999999999869, 0.291000000000011, -0.05999999999998806, 0.0, 1.103500000000011, 1.4635000000000105, -0.0038356449802770844, 0.0027742688943443146, -0.0005701064673826703, 0.0, 0.01060242121445053, 0.01411010412649451, 44.608874777075165, 70.86280596880945, 77.5438460449415, 189.20346399135397, 90.43569708441169, 522.0691951266614, 81.2015189141435, 81.2015189141435, 339.2977713934915, 390.63960965608334, 467.81595752413654, 389.24783326218636, 0.010451940765931362, 0.010684961781083285, 0.0094288922371188, 0.0, 105.14325000000001, 0.0, 1001, 0, -2077, 14013, -6002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 18.850000000000477, ' 1605.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-08', ' USD_JPY', 'hold', ' 105.1795', ' 106.12950000000001', ' 106.17099999999999', ' 104.9945', ' 105.57573079106064', 1.0460000000000065, 0.541000000000011, 1.237000000000009, 1.963000000000008, 0.0, 2.049500000000009, 0.009953988970675762, 0.005123664035382745, 0.01179302619348389, 0.01884483015172832, 0.0, 0.019691583397386712, 159.45944186878955, 182.52567842801284, 144.60886420625027, 193.0282098147525, 243.50872920899872, 394.39465868226245, 2036.5461557909705, 2036.5461557909705, 96.4725799853323, 96.4725799853323, 553.5672585351746, 634.5805134491475, 0.02169905319348648, 0.01953974955689733, 0.01977486631786807, 0.01850749992802386, 105.856125, -0.04149999999998499, 13100, 1001, 0, -2077, 14013, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 95.00000000000028, ' 14095.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-09', ' USD_JPY', 'buy', ' 106.1255', ' 106.1225', ' 106.4765', ' 105.953', ' 106.22863693610554', 0.0, 1.0390000000000015, 0.534000000000006, 1.7690000000000055, 1.956000000000003, 0.0, 0.0, 0.009887375277755323, 0.005057368936958154, 0.016951994901943927, 0.0187776300442081, 0.0, 32.3782173107512, 32.3782173107512, 158.6872411817731, 181.61226899951689, 143.86890656776745, 192.12423748185378, 746.1251859316656, 746.1251859316656, 2029.439564021007, 2029.439564021007, 32.3782173107512, 32.3782173107512, 0.02316332433474743, 0.021631664829531504, 0.019472503614469415, 0.019707604867807246, 106.16862499999999, 1.0865000000000151, -6492, 13100, 1001, 0, -2077, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -0.30000000000001137, ' 18421.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-10', ' USD_JPY', 'buy', ' 106.118', ' 106.8415', ' 106.8865', ' 106.041', ' 106.62246856362394', 1.657999999999987, 0.0, 1.7579999999999956, 1.597999999999999, 2.4879999999999995, 2.674999999999997, 0.015762928596215062, 0.0, 0.01672955316486409, 0.015183835581294797, 0.023842036922575666, 0.025680041088065715, 723.836928745386, 723.836928745386, 94.67769430186921, 94.67769430186921, 238.00328317669386, 275.43246601210603, 266.6312150232496, 1345.8193392416915, 1011.4387411665131, 1011.4387411665131, 2759.388061535312, 2759.388061535312, 0.02653247501921597, 0.030095449286540663, 0.028553412498616072, 0.026379622558131668, 106.652625, 1.0829999999999984, 19626, -6492, 13100, 1001, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 72.35000000000014, ' 21965.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-09-11', ' USD_JPY', 'buy', ' 106.8365', ' 107.1215', ' 107.20150000000001', ' 106.6375', ' 106.8918214255427', 0.9919999999999902, 1.9379999999999882, 0.0, 2.228999999999999, 1.8780000000000001, 2.7680000000000007, 0.00934707126670709, 0.0184249430756724, 0.0, 0.021250327716471618, 0.017844332429081133, 0.02652522435759223, 180.7904648711898, 180.7904648711898, 832.3640184635706, 832.3640184635706, 85.81558762134769, 85.81558762134769, 417.5437863958312, 609.5634378930232, 296.38679103222137, 1484.9327532056307, 1114.7597362510169, 1114.7597362510169, 0.0, 0.029222713297463482, 0.03279502506748938, 0.031248947056813157, 107.0205, -0.1250000000000142, 16893, 19626, -6492, 13100, 1001, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 28.49999999999966, ' 23584.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
