'2014-10-07', ' USD_JPY', 'buy', ' 108.881', ' 108.068', ' 109.2375', ' 107.75', ' 108.46464341943216', 0.0, -1.6954999999999956, -0.44650000000000034, -1.3374999999999915, -1.3359999999999985, 0.0, 0.0, -0.015446847084868792, -0.004114657488169787, -0.012225162354726149, -0.01221161931922049, 0.0, 21.378149823317553, 21.378149823317553, -32.3021559494847, -30.585350914568238, 5.597014403262528, -76.02710744687239, -170.40319832207362, -170.40319832207362, -446.98096340338503, -446.98096340338503, 21.378149823317553, 21.378149823317553, -0.005196419119508392, -0.011547555348233136, -0.004481619831513134, -0.006234712081364017, 108.280875, 0.5439999999999969, -34395, -21497, 152, 0, 30200, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -81.30000000000024, ' 60086.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-08', ' USD_JPY', 'sell', ' 108.0625', ' 108.1545', ' 108.745', ' 107.828', ' 108.24094773312851', -1.6565000000000083, 0.0, -1.6089999999999947, -1.5100000000000051, -1.2509999999999906, -1.2494999999999976, -0.015085009698482012, 0.0, -0.014658789123889042, -0.013769268997715807, -0.011434525686551322, -0.011420971810902687, -704.816190451325, -704.816190451325, 35.605230577400725, 35.605230577400725, -26.07913481445025, -23.47238663584103, -155.58067034982884, -242.1239081019687, -156.4515876691069, -156.4515876691069, -414.3394662869704, -414.3394662869704, -0.010376206096707342, -0.004400156490921174, -0.010756376308532403, -0.003684785061881281, 108.22049999999999, -0.7650000000000006, -17989, -34395, -21497, 152, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 9.199999999999875, ' 62487.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-09', ' USD_JPY', 'sell', ' 108.15', ' 107.832', ' 108.31899999999999', ' 107.52799999999999', ' 107.86699449326684', -1.0440000000000111, -1.9790000000000134, 0.0, -1.1750000000000114, -1.8325000000000102, -1.5734999999999957, -0.009588890113523743, -0.018021873947054606, 0.0, -0.010779124276422719, -0.01671005658166508, -0.014382275114139562, -70.57807846608623, -70.57807846608623, -852.7519024074301, -852.7519024074301, 38.432359237375984, 38.432359237375984, -84.27697887764042, -165.6559613796876, -204.22319694975147, -316.24281294404534, -208.46770831167092, -208.46770831167092, 0.0, -0.013327111269712782, -0.007368881320046944, -0.01370614787273457, 107.87774999999999, -0.7789999999999964, -14242, -17989, -34395, -21497, 152, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -31.800000000001205, ' 61561.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-10', ' USD_JPY', 'hold', ' 107.836', ' 107.65100000000001', ' 108.1575', ' 107.61949999999999', ' 107.87279205583602', -0.4169999999999874, -1.2249999999999943, -2.1599999999999966, -0.8634999999999877, -1.3559999999999945, -2.0134999999999934, -0.003858681570862673, -0.011251331790293492, -0.01967016054857889, -0.007957461906012448, -0.012439568101131069, -0.01836054511715271, -6.6554617374472596, -342.8766124145247, -86.19498824892268, -86.19498824892268, -935.779387257204, -935.779387257204, -33.3022356994186, -121.28265818423995, -99.02239519165819, -189.40233028114378, -231.52334366164308, -357.84133008021405, -0.016023180139665697, 0.0, -0.014983278204019531, -0.00903504936368014, 107.76975000000002, 0.4270000000000209, -43199, -14242, -17989, -34395, -21497, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -18.499999999998806, ' 48929.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-12', ' USD_JPY', 'sell', ' 107.549', ' 107.341', ' 107.631', ' 107.26', ' 107.36505819942316', -0.49099999999999966, -0.8135000000000048, -0.7270000000000039, 0.0, -2.4224999999999994, -1.1735000000000042, -0.004553379330810888, -0.007521647273113969, -0.006727245808194876, 0.0, -0.022070178155762156, -0.010814222984025216, -23.64095782035911, -34.74823641376357, -53.10795495006033, -64.5153110735242, -27.495796470871284, -406.1397117199822, 21.832878212159493, 21.832878212159493, -84.60431046012079, -90.3671431762405, -62.22014344961562, -154.92587336070306, -0.021187348686220332, -0.01887016649071569, -0.01885671456253887, 0.0, 107.39325, 0.0, -2734, 0, -43199, -14242, -17989, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -20.800000000001262, ' 4854.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-13', ' USD_JPY', 'buy', ' 107.34700000000001', ' 107.061', ' 107.576', ' 106.7585', ' 107.2592390326359', -0.5900000000000034, -0.7709999999999866, -1.0934999999999917, -2.75, 0.0, -2.7024999999999864, -0.005480673658396144, -0.0071500111284218655, -0.010110536316103275, -0.025043028476200015, 0.0, -0.024621117220205137, -103.81038962631598, -82.16395860844464, -59.03918343372984, -63.000270272068605, -83.6423027652881, -89.02085488242649, -1206.4214649443393, -1206.4214649443393, 37.00305357760944, 37.00305357760944, -104.74819390300571, -113.39176743107869, -0.01785206454631352, -0.02374059061957148, -0.021429452815443305, -0.02141603597674664, 107.114125, 0.3025000000000091, -9764, -2734, 0, -43199, -14242, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -28.600000000000136, ' 37566.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-14', ' USD_JPY', 'sell', ' 107.05699999999999', ' 107.32', ' 107.4135', ' 106.67099999999999', ' 107.0481323140282', 0.0, -0.3310000000000173, -0.5120000000000005, -1.5560000000000116, -2.491000000000014, 0.0, 0.0, -0.003074750815134251, -0.004748126715631728, -0.014291487563834193, -0.022684430521532576, 0.0, 87.40739563536691, 87.40739563536691, -55.669134633987746, -45.787663470517494, -26.29582474136214, -36.86713895313663, -114.75408845952833, -114.75408845952833, -1087.614179993553, -1087.614179993553, 87.40739563536691, 87.40739563536691, -0.011007745508664787, -0.01547607034410645, -0.021378841831221688, -0.01906211296507028, 107.181125, 0.04650000000000887, 37604, -9764, -2734, 0, -43199, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 26.300000000000523, ' 50263.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-15', ' USD_JPY', 'buy', ' 107.315', ' 106.00800000000001', ' 107.50049999999999', ' 105.19', ' 106.30410504168734', -1.3329999999999842, 0.0, -1.6430000000000007, -2.059999999999988, -2.867999999999995, -3.8029999999999973, -0.01241836763212551, 0.0, -0.015262282747025114, -0.019062072028722545, -0.026341893530254554, -0.03463223174363221, -337.4662163163869, -337.4662163163869, 35.40359076374918, 35.40359076374918, -299.53526030942106, -230.05677243176214, -117.10923582458875, -678.1710387334319, -227.9551140677222, -227.9551140677222, -1689.448766307985, -1689.448766307985, -0.03421447020184291, -0.023098295619479316, -0.027511994642545848, -0.03334260403321033, 106.176625, 0.5620000000000118, -33508, 37604, -9764, -2734, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -130.6999999999988, ' 114783.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-16', ' USD_JPY', 'buy', ' 106.01050000000001', ' 106.439', ' 106.50550000000001', ' 105.50800000000001', ' 105.97682434926236', -0.6220000000000141, -0.902000000000001, 0.0, -1.7155000000000058, -1.6290000000000049, -2.437000000000012, -0.005809771999140808, -0.008403126484754204, 0.0, -0.01586156840445849, -0.015073842395528787, -0.02238326169220041, -39.082564026598504, -39.082564026598504, -221.29374089118116, -221.29374089118116, 93.33332397660723, 93.33332397660723, -151.47217541197733, -143.45817005792034, -88.13444785650834, -590.2149232474652, -190.76788690527536, -190.76788690527536, 0.0, -0.030287846141932435, -0.01912647618521032, -0.023558120120726302, 106.22287500000002, -0.24349999999998317, 85003, -33508, 37604, -9764, -2734, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 42.849999999998545, ' 98081.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-17', ' USD_JPY', 'hold', ' 106.44300000000001', ' 106.88749999999999', ' 106.94749999999999', ' 106.134', ' 106.5195887644942', -0.43250000000000455, -0.17350000000001842, -0.45350000000000534, -0.944500000000005, -1.2670000000000101, -1.1805000000000092, -0.00403000372717112, -0.001620571449921245, -0.004224853504252852, -0.008758995474441771, -0.011714722919527252, -0.010923677684421006, 29.158245231212007, -18.48874193019991, 15.779814583507868, 15.779814583507868, -100.40428560531961, -100.40428560531961, -80.97344109058969, -80.50644125212814, -102.56269328651248, -104.20554006401649, -57.98318937928226, -498.6875037684461, -0.026623015909153166, 0.0, -0.026201788390494155, -0.014993387980408236, 106.714125, -1.1214999999999975, 42641, 85003, -33508, 37604, -9764, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 44.44999999999766, ' 50020.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-19', ' USD_JPY', 'sell', ' 107.21600000000001', ' 107.1645', ' 107.255', ' 106.995', ' 107.14452552648373', 0.7255000000000109, 1.156499999999994, -0.1554999999999893, 0.0, -0.4865000000000066, -0.6674999999999898, 0.006816110636139112, 0.010909553995924779, -0.001448937756242912, 0.0, -0.0045192334488300765, -0.006190184731804936, 166.06514625913223, 105.99582440455349, 85.45768944134711, 67.19530981405399, 66.46463751318109, 30.129002348989527, 65.19228261835485, 65.19228261835485, -84.57247498652414, -67.6274854548711, -45.954482180215805, -52.55710775658783, -0.008360476736869323, -0.015719717844152988, -0.02410049994991397, 0.0, 107.14475, 0.0, 952, 0, 42641, 85003, -33508, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -5.150000000000432, ' 3134.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-20', ' USD_JPY', 'buy', ' 107.15950000000001', ' 106.90100000000001', ' 107.395', ' 106.77950000000001', ' 107.0097938930342', 0.013500000000021828, 0.4620000000000175, 0.8930000000000007, -0.4399999999999835, 0.0, -0.75, 0.0001263010174250668, 0.00434051428517759, 0.008423892536412353, -0.004099086090123844, 0.0, -0.006966958040334041, 94.2839466153746, 102.66209581595928, 139.64910880710664, 81.55958921234235, 74.05323202539658, 40.82028311940559, -96.76547256995332, -96.76547256995332, 19.74004553370517, 19.74004553370517, -133.55016105014906, -104.6358011646938, -0.011589901483525775, -0.010798756338601504, -0.018139902274146684, -0.026500077405724347, 106.994125, 0.1214999999999975, -24170, 952, 0, 42641, 85003, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -25.849999999999795, ' 39938.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-21', ' USD_JPY', 'buy', ' 106.89699999999999', ' 107.01599999999999', ' 107.1195', ' 106.253', ' 106.70030341890681', 0.0, 0.1285000000000025, 0.5769999999999982, -0.045000000000015916, -0.32500000000000284, 0.0, 0.0, 0.0012021985732663081, 0.005420945330189106, -0.0004203211253399082, -0.0030277340438416155, 0.0, 88.05538510612858, 88.05538510612858, 108.42039232693408, 112.87627716297074, 151.17792970647102, 92.22435978958667, 31.498467094988076, 31.498467094988076, -65.76817634281424, -65.76817634281424, 88.05538510612858, 88.05538510612858, -0.007567326953038083, -0.01052660776944101, -0.009734611540881729, -0.01708365479995604, 106.851125, -0.2575000000000074, 31455, -24170, 952, 0, 42641, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 11.899999999999977, ' 41329.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-22', ' USD_JPY', 'buy', ' 107.02000000000001', ' 107.156', ' 107.378', ' 106.7885', ' 107.1207430292656', -0.008499999999997954, 0.0, 0.2685000000000173, -0.16399999999998727, 0.09499999999999886, -0.18499999999998806, -7.931731123644447e-05, 0.0, 0.0025119869021168733, -0.0015281401416323824, 0.0008873445979394818, -0.0017234793788020242, 61.923053106520726, 61.923053106520726, 62.3409563458948, 62.3409563458948, 125.62997841057641, 125.31093271585765, 65.31985652257949, 28.63712210937585, 48.6238472631392, 48.6238472631392, -28.032337457591137, -28.032337457591137, -0.0045981923066205094, -0.006269011054232396, -0.009232163247946158, -0.008439130917570344, 107.119625, -0.6009999999999991, 7497, 31455, -24170, 952, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 13.599999999999568, ' 30377.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-23', ' USD_JPY', 'hold', ' 107.15100000000001', ' 108.1685', ' 108.35650000000001', ' 107.1075', ' 107.790651211993', 1.267499999999984, 1.0039999999999907, 0.0, 2.1604999999999848, 0.8485000000000014, 1.1074999999999875, 0.01185676467011519, 0.009368774174283374, 0.0, 0.020380537317938124, 0.007906261647409629, 0.010344569918083966, 225.67015017544594, 225.67015017544594, 451.345980251558, 451.345980251558, 84.94795156541498, 84.94795156541498, 128.9114854398842, 167.69066769423387, 201.68347452074264, 206.34638594575145, 172.47704312207478, 172.47704312207478, 0.0, 0.004807201047830341, 0.0031205949996290614, 0.00012944445214943247, 107.95025, -0.4100000000000108, 23125, 7497, 31455, -24170, 952, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 101.74999999999841, ' 33086.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-24', ' USD_JPY', 'hold', ' 108.16300000000001', ' 108.15950000000001', ' 108.27950000000001', ' 107.78450000000001', ' 108.0735984876486', 1.1435000000000173, 1.258499999999998, 0.9950000000000045, 1.7205000000000155, 2.1514999999999986, 0.8395000000000152, 0.01068531808327743, 0.011772574625120418, 0.00928479113885666, 0.016164187938631662, 0.02029563806505168, 0.007822400298173828, 220.023055969642, 297.371807890462, 224.20792458035888, 224.20792458035888, 447.8844431213852, 447.8844431213852, 265.81450969278023, 198.2692741815964, 128.52195938013693, 166.7898128925205, 200.47135347187194, 204.76674804498612, 0.007625231738105798, 0.0, 0.004723597551346461, 0.003037131834705976, 108.09575000000001, 0.8639999999999901, 16724, 23125, 7497, 31455, -24170, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -0.3500000000002501, ' 32466.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-26', ' USD_JPY', 'sell', ' 108.376', ' 108.186', ' 108.399', ' 108.13749999999999', ' 108.20846499644635', 0.017500000000012506, 1.0300000000000011, 1.170000000000016, 0.0, 1.2985000000000184, 1.747000000000014, 0.00016178462306505598, 0.00961215424241294, 0.010932944606414145, 0.0, 0.012148286750087882, 0.016413156831612607, 86.34907234995394, 182.16522592498518, 237.0652693697602, 229.5533240117818, 223.08133605524137, 303.2238165197204, 18.546838031808072, 18.546838031808072, 252.24336174021744, 216.7944699978018, 268.4711510304602, 200.72680827113558, 0.008069325382035164, 0.01050802813349399, 0.007872108513988254, 0.0, 108.227125, 0.0, -1770, 0, 16724, 23125, 7497, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -18.999999999999773, ' 2814.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-27', ' USD_JPY', 'buy', ' 108.1805', ' 107.845', ' 108.1805', ' 107.60749999999999', ' 107.84775594451783', -0.31450000000000955, -0.3234999999999957, 0.688999999999993, 0.680499999999995, 0.0, 0.9575000000000102, -0.002907742731798959, -0.002990704317800429, 0.006429877934973243, 0.006350050623107418, 0.0, 0.00895801660624498, 12.222219753084877, 83.49636670224656, 59.04723306267081, 140.66483302699731, 179.219647290984, 178.68617650861188, 326.92295118348954, 326.92295118348954, 41.44850934581133, 41.44850934581133, 210.3257270650635, 186.50720182970113, 0.017328880839181843, 0.004891912038762633, 0.007322928050363734, 0.004695316794142079, 107.86949999999999, 0.23750000000001137, -5696, -1770, 0, 16724, 23125, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -33.54999999999961, ' 33308.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-28', ' USD_JPY', 'buy', ' 107.85', ' 108.13', ' 108.1935', ' 107.69399999999999', ' 107.97171326513777', 0.0, -0.02950000000001296, -0.03849999999999909, 1.228999999999985, 0.9654999999999916, 0.0, 0.0, -0.00027274534368236687, -0.0003559261707428604, 0.011496618366525897, 0.009009513411624107, 0.0, 87.28726981235774, 87.28726981235774, 69.7979656973774, 126.40971553541351, 81.86548583943156, 175.34991213528505, 219.41507401867517, 219.41507401867517, 436.5382936391296, 436.5382936391296, 87.28726981235774, 87.28726981235774, 0.01588703388795463, 0.020017357180590008, 0.007547521431233715, 0.00998496184418218, 108.03687499999998, 0.1740000000000066, 22599, -5696, -1770, 0, 16724, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 28.000000000000114, ' 30305.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-29', ' USD_JPY', 'buy', ' 108.12950000000001', ' 108.84049999999999', ' 108.96600000000001', ' 107.94200000000001', ' 108.46453031055215', 0.6544999999999845, 0.0, 0.6809999999999832, 1.8245000000000005, 1.9394999999999811, 1.6759999999999877, 0.0060497661434934695, 0.0, 0.006296256916867988, 0.017048852508036186, 0.018142954696401165, 0.01563950748615435, 268.8335492032202, 268.8335492032202, 87.74413205623549, 87.74413205623549, 213.3332902356936, 233.3919413107304, 298.6150838297636, 447.7573881366896, 334.8496612754467, 334.8496612754467, 709.8074193048585, 709.8074193048585, 0.018271547187463485, 0.022562218735613815, 0.026719681533468997, 0.014167909057025703, 108.64725, -0.18900000000002137, 27370, 22599, -5696, -1770, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 71.09999999999843, ' 36258.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-10-30', ' USD_JPY', 'buy', ' 108.84100000000001', ' 109.233', ' 109.47', ' 108.80000000000001', ' 109.09796442362541', 1.3880000000000052, 1.046999999999997, 0.0, 2.076999999999998, 2.217000000000013, 2.3319999999999936, 0.012870323148963839, 0.009677777161555072, 0.0, 0.01938295569076858, 0.020716528369589718, 0.02181457610312339, 283.6823239646896, 283.6823239646896, 418.929094099759, 418.929094099759, 64.62685602584251, 64.62685602584251, 414.67338173479544, 385.7348590141791, 343.9122511353429, 534.4333650040136, 398.6189441723988, 398.6189441723988, 0.0, 0.021943632323704977, 0.02624977686750168, 0.03042223228435584, 109.18400000000001, -0.36250000000001137, 13333, 27370, 22599, -5696, -1770, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 39.19999999999959, ' 45578.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
