'2013-05-17', ' EUR_USD', 'sell', ' 1.288295', ' 1.28388', ' 1.28892', ' 1.2796349999999999', ' 1.284539424612824', -0.00977500000000009, -0.014815000000000023, -0.012865000000000126, -0.03215000000000012, -0.02367000000000008, -0.023395000000000055, -0.007556110400377295, -0.011407605326885853, -0.009920994490050183, -0.0244295342811335, -0.018102558219571015, -0.017896005048669984, -64.15282935950773, -25.87223445064643, -175.8531531994295, -81.4760162229426, -638.4887341038344, -292.8315722209239, -189.88425869283537, -125.42351115064758, -359.2420181501836, -217.26344424895913, -245.680438188251, -264.93557167708997, -0.021033729455227697, -0.01742248277076034, -0.025843361609785117, -0.02499259563028273, 1.28407875, -0.0017300000000000093, -7922, -12907, -21574, -64584, 49524, 0.19819923076923077, 0.09542925925925926, 0.10276997150997151, -169.27487072262477, 1.2878115, 1.3186355, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -44.150000000000574, -11.600000000000499, ' 92529.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-19', ' EUR_USD', 'buy', ' 1.284265', ' 1.283105', ' 1.2848950000000001', ' 1.2828', ' 1.283280565280817', -0.005160000000000053, -0.01055000000000006, -0.015589999999999993, -0.020090000000000163, -0.03292500000000009, -0.02444500000000005, -0.004005387090389053, -0.008155188207056796, -0.012004358221137367, -0.015415958471295671, -0.02501842663161181, -0.01869526977935838, -12.210932553443683, 2.27921221433224, -70.83092778175295, -33.788331396627065, -189.12347391311525, -90.72177808277063, -107.30474667816496, -292.373512611291, -196.2055774422744, -131.31414719709483, -371.38916317925776, -224.9664957665657, -0.022098163249752382, -0.02162467164583131, -0.018015604850590724, -0.02643140051899189, 1.28347625, 0.007715000000000138, -4858, -7922, -12907, -21574, -64584, 0.19752, 0.09510222222222221, 0.10241777777777779, -145.66551782911776, 1.28491475, 1.31980275, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -11.600000000000499, 59.50000000000122, ' 6855.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-20', ' EUR_USD', 'buy', ' 1.28312', ' 1.2890700000000002', ' 1.29041', ' 1.28194', ' 1.2862096275987394', 0.0007750000000001922, 0.0008050000000001667, -0.004584999999999839, -0.009939999999999838, -0.014124999999999943, -0.026959999999999873, 0.0006015702925185553, 0.0006248714356131438, -0.003544221604678094, -0.00765198112408668, -0.010838746311948666, -0.02048585518567196, 53.113136369626076, 151.3324251523774, 47.738213686295396, 67.48858818265269, -19.43111218343592, 27.14007929082852, -38.787542964994564, -163.46563764658478, -71.5863976862413, -158.33283290736506, -147.55181442239487, -85.97525169121025, -0.013925914593333312, -0.01755201585245018, -0.01707632304331411, -0.013450478132928144, 1.2876225000000001, 0.0021300000000001873, 53792, -4858, -7922, -12907, -21574, 0.19740076923076924, 0.0950448148148148, 0.10235595441595444, -103.2510434970462, 1.2828156000000002, 1.3205054, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 59.50000000000122, 29.09999999999968, ' 78692.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-21', ' EUR_USD', 'sell', ' 1.289065', ' 1.2919749999999999', ' 1.2933750000000002', ' 1.284105', ' 1.2884169610344005', 0.008094999999999963, 0.0036799999999999056, 0.00370999999999988, -0.004770000000000163, -0.0070350000000001245, -0.01122000000000023, 0.00630510639623638, 0.0028564886147970036, 0.002879842268477278, -0.003678441019630045, -0.005415662696977025, -0.008609609459827753, 132.90109961120226, 229.7677563426939, 87.90313888456225, 219.5769430373078, 76.93390016180561, 99.24604621919003, -211.3344942219814, -80.99200713971844, -13.636245573632358, -87.40441758876075, -54.19129226771252, -93.05401068777542, -0.011911590378953093, -0.011703734868333053, -0.015338007773797858, -0.014861242961116178, 1.2903575, -0.0027400000000001867, 67581, 53792, -4858, -7922, -12907, 0.19831846153846158, 0.09548666666666668, 0.1028317948717949, -75.77638382686312, 1.28148325, 1.32062825, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 29.09999999999968, -77.50000000000145, ' 96829.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-22', ' EUR_USD', 'buy', ' 1.2919800000000001', ' 1.28423', ' 1.299815', ' 1.2833649999999999', ' 1.2893807377531543', 0.0011250000000000426, 0.0003500000000000725, -0.004064999999999985, -0.01446499999999995, -0.012515000000000054, -0.014780000000000015, 0.0008767793750316948, 0.0002726111474593206, -0.003155333211725564, -0.011138104019804458, -0.009651087916282733, -0.011377895474245784, 68.25449859194882, 32.21306680790652, 49.48788919882417, 48.25955611805517, -4.850241314475094, 37.6307154920993, -169.86010513518286, -77.3005108668902, -620.0200517123977, -283.6723569301966, -80.69194206110801, -290.1906996362295, -0.024163582897046457, -0.01783488203127988, -0.01762827255168192, -0.021240759088484155, 1.2879099999999999, -0.0005350000000001742, -124687, 67581, 53792, -4858, -7922, 0.1987653846153846, 0.09570185185185184, 0.10306353276353275, -72.77794211180549, 1.2796300999999999, 1.3199614, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -77.50000000000145, 80.59999999999957, ' 139342.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-23', ' EUR_USD', 'buy', ' 1.284235', ' 1.292295', ' 1.2957', ' 1.2821449999999999', ' 1.288807662934455', 0.0032249999999998114, 0.009190000000000031, 0.008415000000000061, -0.0013600000000000279, -0.006399999999999961, -0.004450000000000065, 0.0025018036258696663, 0.007162313294703108, 0.0065543508739134984, -0.0010512849252698965, -0.00492802390091589, -0.0034316692950426375, 122.25357433796437, 88.29584004184397, 453.200324566809, 221.26748680298746, 136.34748144877094, 237.26712678451474, 8.3583941542936, 60.081256904747306, -31.763154740499623, 18.9150625518398, -194.44884174980902, -72.61786744533835, -0.008364059100902115, -0.01803530314658485, -0.011666857863944032, -0.011458950871086797, 1.29060875, -0.0066549999999998555, 66973, -124687, 67581, 53792, -4858, 0.19757384615384616, 0.09512814814814814, 0.10244569800569801, -61.47234363310042, 1.279732, 1.3174100000000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 80.59999999999957, 9.199999999998099, ' 134594.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-24', ' EUR_USD', 'hold', ' 1.292275', ' 1.2931949999999999', ' 1.299355', ' 1.2904499999999999', ' 1.293991386981546', 0.0012199999999999989, 0.004124999999999712, 0.010089999999999932, 0.004929999999999879, -0.000460000000000127, -0.00550000000000006, 0.0009442907176996451, 0.0031999813819262816, 0.007863736794728361, 0.003826852394499485, -0.00035558166590020287, -0.004235020539849665, 98.05719463651646, 79.77760110036137, 132.87918678645852, 96.8976190224999, 496.1577013029946, 242.36469424198984, 89.19508346649613, 112.58308539460461, 16.113605225287486, 69.27414368072415, -16.35245971815599, 29.652076324542538, -0.004476485939292327, -0.007673448716424043, -0.017351428158932668, -0.010978547665481333, 1.29404875, -0.013680000000000136, -40044, 66973, -124687, 67581, 53792, 0.1988146153846154, 0.09572555555555555, 0.10308905982905985, -26.849390377070538, 1.2801415, 1.3145260000000003, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 9.199999999998099, 1.6499999999997073, ' 104421.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-26', ' EUR_USD', 'hold', ' 1.29345', ' 1.293615', ' 1.294445', ' 1.2933', ' 1.293690775862069', 0.009384999999999977, 0.0016400000000000858, 0.004544999999999799, 0.005319999999999991, 0.005349999999999966, -4.0000000000040004e-05, 0.007307880987050588, 0.0012693744073995906, 0.0035257976680861387, 0.004129488975739246, 0.0041528722739498205, -3.09201448609096e-05, 62.30965161306038, 60.82289357740546, 102.58789009827072, 83.17171317194895, 137.8378059290907, 100.91178254680727, 107.54362223206792, 258.10396862467536, 93.41614657139046, 117.17452511073189, 19.73270372508578, 73.56415750951471, -0.002413735931119902, -0.004153162793204085, -0.007351163870334174, -0.017032286498028217, 1.29374375, -0.011900000000000244, -1721, -40044, 66973, -124687, 67581, 0.19895307692307693, 0.09579222222222221, 0.10316085470085472, -26.481949441400015, 1.2802973, 1.3130671999999999, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 1.6499999999997073, -1.900000000001345, ' 3828.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-27', ' EUR_USD', 'sell', ' 1.293595', ' 1.293405', ' 1.2948750000000002', ' 1.2915299999999998', ' 1.2933763909960052', 0.0011099999999999444, 0.009174999999999933, 0.0014300000000000423, 0.009525000000000006, 0.005109999999999948, 0.005139999999999922, 0.0008589370074169941, 0.007144358876525181, 0.0011068325625496179, 0.007418917655855692, 0.003966482831960031, 0.0039898623342246526, 83.06836541227935, 41.807034113170396, 61.03306362879255, 59.094887040521655, 100.32254236739358, 81.47465713615516, 148.3021184478331, 263.28056800457176, 105.02868229122839, 253.17062998238976, 91.30561501894329, 114.87880525266826, -0.004073319755600828, -0.002575679875380372, -0.004314824366248206, -0.007512306293379108, 1.29330375, -0.0038650000000000073, 5394, -1721, -40044, 66973, -124687, 0.1990176923076923, 0.09582333333333333, 0.10319435897435898, -25.86285455598404, 1.28090605, 1.31065245, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -1.900000000001345, -89.29999999999882, ' 44558.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-28', ' EUR_USD', 'buy', ' 1.293405', ' 1.284475', ' 1.2949700000000002', ' 1.2841550000000002', ' 1.2891383713247944', -0.008719999999999839, -0.007819999999999938, 0.00024500000000005073, 0.0013700000000000934, 0.0005950000000001232, -0.0038199999999999346, -0.006742989263026721, -0.0060512499081091685, 0.00019077579561297488, 0.0010677224389275184, 0.00046343895068084496, -0.00296515937731648, -67.09638297155263, -349.5589789192463, 17.189102256716144, -273.5274436428875, 6.747679345415294, -14.386533789807062, 79.94845114791414, 37.95619549963677, 52.126525293212445, 54.00126161257373, -1.9161447168289776, 43.38627724143254, -0.007096173245571629, -0.010949453104847481, -0.009462153314645519, -0.01118929030569431, 1.28701875, 0.002194999999999947, -92988, 5394, -1721, -40044, 66973, 0.19898538461538462, 0.09580777777777777, 0.10317760683760685, -68.65424590037706, 1.2808552, 1.3079408, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -89.29999999999882, 101.8500000000011, ' 98838.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-29', ' EUR_USD', 'buy', ' 1.28449', ' 1.294675', ' 1.297765', ' 1.28379', ' 1.2918095556511584', 0.001060000000000061, 0.0014800000000001479, 0.0023800000000000487, 0.00560499999999986, 0.01157000000000008, 0.01079500000000011, 0.0008194091750637252, 0.0011444523061101752, 0.0018416847546419732, 0.004348095914108512, 0.009017188772547906, 0.008408106676636532, 120.07684918347023, 103.78879093428425, 47.44472268700035, 87.17989597360253, 92.43753273675563, 86.6530348690754, 150.35241614620813, 111.04276667958148, 566.7987208247367, 277.05787980835663, 161.97994636568077, 293.0436944455419, 0.004975684350657688, 0.0007884636939524223, -0.0030954150127627447, -0.0015963045934243173, 1.29272625, -0.0027700000000001612, 63529, -92988, 5394, -1721, -40044, 0.19761153846153848, 0.0951462962962963, 0.10246524216524218, -22.595804256521433, 1.2818631999999999, 1.3056728000000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 101.8500000000011, 95.20000000000195, ' 113897.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-30', ' EUR_USD', 'sell', ' 1.29467', ' 1.3041900000000002', ' 1.3061500000000001', ' 1.293365', ' 1.3003702401629234', 0.010785000000000267, 0.010575000000000223, 0.01099500000000031, 0.012215000000000309, 0.015120000000000022, 0.021085000000000242, 0.008338455472184094, 0.00817476606254583, 0.0085021980443787, 0.009454517308771695, 0.011729386301752442, 0.016432793886704707, 378.46402200229943, 236.56272823536028, 951.0086455330221, 504.9076398326185, 154.29360703417208, 494.58875818983125, 216.66432940313362, 168.63060640297786, 262.6887521989134, 201.98268556952758, 1020.9536537634674, 500.10224512183817, 0.012338012644619605, 0.012361587095822822, 0.008143593152734063, 0.0042311705211772205, 1.3019737500000002, -0.005049999999999999, 83756, 63529, -92988, 5394, -1721, 0.19918076923076924, 0.09590185185185185, 0.1032789173789174, 87.89036563572505, 1.282118, 1.305082, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 95.20000000000195, -44.54999999999876, ' 120793.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-05-31', ' EUR_USD', 'hold', ' 1.304185', ' 1.29973', ' 1.3048549999999999', ' 1.29441', ' 1.2995639148196014', 0.015255000000000019, 0.006325000000000136, 0.006115000000000093, 0.01550000000000007, 0.007755000000000178, 0.010659999999999892, 0.011876447575857855, 0.004890192940339752, 0.004727063307089121, 0.01206948911020617, 0.006002438127672888, 0.00826952764396029, 144.01161339238536, 102.61871163512582, 245.1346745986454, 167.7354315724265, 561.523011090663, 316.8897663605646, 99.48267791685224, 111.14079821094106, 168.55265854737073, 132.58836869041124, 210.03293939859057, 159.3560919542712, 0.012345390534941072, 0.008876072638642611, 0.008899566471184157, 0.00469599700074599, 1.29968125, 0.004404999999999992, 2109, 83756, 63529, -92988, 5394, 0.20064461538461542, 0.09660666666666667, 0.10403794871794875, 90.34382522596141, 1.28289, 1.30268, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -44.54999999999876, 0.5499999999991623, ' 112972.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-06-02', ' EUR_USD', 'buy', ' 1.29939', ' 1.299445', ' 1.3000349999999998', ' 1.298435', ' 1.299264883405026', 0.004769999999999941, 0.014969999999999928, 0.006040000000000045, 0.00714999999999999, 0.015214999999999979, 0.007470000000000088, 0.003684322320273382, 0.011654567041008916, 0.00466984432563663, 0.0055327924351637895, 0.011847566245921664, 0.0057818456239479, 112.02066532618655, 69.26014798209279, 141.376408909763, 100.3174772147271, 236.61474993271437, 163.33727472288797, 127.62723993183253, 255.09037629084443, 97.75016565248856, 108.79564648231275, 165.4782580554657, 130.28522121326225, 0.012734733322682105, 0.012123407172009886, 0.008654850014942225, 0.008678338695842834, 1.29934, 0.011399999999999855, 1159, 2109, 83756, 63529, -92988, 0.19995846153846156, 0.09627629629629629, 0.10368216524216527, 98.99949294450992, 1.2830399999999997, 1.302155, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 0.5499999999991623, 76.10000000000116, ' 4417.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-06-03', ' EUR_USD', 'hold', ' 1.2994599999999998', ' 1.30707', ' 1.3108', ' 1.295545', ' 1.3035858992527463', 0.0028799999999997716, 0.012394999999999934, 0.02259499999999992, 0.013875000000000082, 0.014774999999999983, 0.02283999999999997, 0.0022082672003310645, 0.009573831270395993, 0.0175908445084567, 0.010729240369781883, 0.011433148004132171, 0.01778497621142628, 107.1950942894448, 256.018008109469, 166.5819922576572, 131.6607483155785, 211.87968673428594, 161.88559109379597, 186.63462510246686, 617.90326404192, 183.879130364215, 524.3429398843463, 144.10246746220375, 171.5387409762952, 0.013963555121133678, 0.01867734908678558, 0.018062435741658136, 0.014573525473591054, 1.30512125, 0.0013049999999998896, 56140, 1159, 2109, 83756, 63529, 0.19991461538461539, 0.09625518518518518, 0.1036594301994302, 162.29267808215096, 1.2827176000000002, 1.3032834000000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 76.10000000000116, 1.3499999999999623, ' 109869.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-06-04', ' EUR_USD', 'buy', ' 1.307065', ' 1.3072', ' 1.31017', ' 1.3042150000000001', ' 1.3071973583654588', 0.007469999999999866, 0.003009999999999735, 0.012524999999999897, 0.013584999999999958, 0.014005000000000045, 0.014904999999999946, 0.005747347526024532, 0.0023079459281237663, 0.009674242570529203, 0.010501578908717012, 0.01082976658585909, 0.01153374423022603, 122.44976113201486, 248.8762347025753, 108.21190291823896, 259.47997596960585, 167.51221815943939, 132.72462740323104, 1213.8677844727897, 631.7986261893036, 188.09446272360486, 623.4695438199647, 184.83817898797994, 528.9334753947915, 0.011784283751620616, 0.014064403019230728, 0.01877866581456699, 0.018163691310714405, 1.30719625, -0.007330000000000059, 245, 56140, 1159, 2109, 83756, 0.2010876923076923, 0.09681999999999999, 0.10426769230769231, 173.83252030982032, 1.2822101000000001, 1.3048364000000003, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 1.3499999999999623, 15.000000000000568, ' 97275.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-06-05', ' EUR_USD', 'buy', ' 1.30718', ' 1.30868', ' 1.31167', ' 1.305305', ' 1.3079095520557056', 0.009235000000000104, 0.008950000000000014, 0.004489999999999883, 0.01527500000000015, 0.015065000000000106, 0.015485000000000193, 0.007106880245027766, 0.006886045563309313, 0.003442749906071878, 0.011809912595049618, 0.011645659643711696, 0.011974218891969266, 640.2724829698886, 267.1175285964825, 136.61908454682347, 287.6646400575153, 119.78787807682312, 298.8931485311784, 512.6902035813068, 305.85298877718884, 1343.1141385029987, 694.1902075208415, 204.71415256425934, 686.8394982161884, 0.019038645725454228, 0.0129298167534203, 0.015212517551412959, 0.019932117792386538, 1.30858375, -0.006589999999999874, 7001, 245, 56140, 1159, 2109, 0.2011076923076923, 0.09682962962962961, 0.10427806267806268, 164.7491193207466, 1.281456, 1.3065890000000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 15.000000000000568, 155.6000000000002, ' 115751.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-06-06', ' EUR_USD', 'sell', ' 1.308675', ' 1.324235', ' 1.330635', ' 1.3075', ' 1.3181343690339515', 0.017165000000000097, 0.02479000000000009, 0.024505, 0.03976000000000002, 0.030830000000000135, 0.03062000000000009, 0.013132425960354148, 0.01907737534101104, 0.018853915813284296, 0.03095428093189826, 0.02383630803963193, 0.02367010277400934, 188.06825258438207, 273.8845701083299, 1612.3992250486149, 712.2166364993745, 285.54058840988137, 695.3360220142928, 370.5929672402458, 300.48449925566143, 977.6987235059202, 545.8997599861356, 2701.510785083876, 1349.9341586100138, 0.024715718934144357, 0.031150962055083643, 0.024969523404090775, 0.02727935643525944, 1.32165125, -0.009389999999999787, 68091, 7001, 245, 56140, 1159, 0.20133538461538464, 0.09693925925925925, 0.10439612535612539, 228.04871618344652, 1.2792135999999998, 1.3118894, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 155.6000000000002, -24.049999999999905, ' 152425.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-06-07', ' EUR_USD', 'buy', ' 1.32424', ' 1.321835', ' 1.32857', ' 1.31918', ' 1.3231454373023188', 0.014635000000000176, 0.014765000000000139, 0.022390000000000132, 0.027160000000000073, 0.03736000000000006, 0.028430000000000177, 0.011195685434516659, 0.011296258042798121, 0.01723043299254692, 0.02097823778168272, 0.029085813270013087, 0.021980740757922057, 295.88084163154554, 205.84679363182332, 172.33580900813575, 242.6380210306548, 1462.4085994627, 643.5417500341272, 272.2341879485651, 252.492861617077, 348.40177159711766, 281.10568308388923, 905.9519894770515, 508.8626496742447, 0.022146698680400267, 0.02285855783702647, 0.029282137934793697, 0.023111902320091506, 1.3228550000000001, 0.007935000000000025, -65527, 68091, 7001, 245, 56140, 0.20372846153846155, 0.09809148148148147, 0.10563698005698008, 196.64178871825885, 1.2783209999999998, 1.316139, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -24.049999999999905, 10.449999999999626, ' 150811.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-06-09', ' EUR_USD', 'buy', ' 1.3192', ' 1.320245', ' 1.32152', ' 1.31859', ' 1.320278845214142', 0.011564999999999825, 0.013044999999999973, 0.013174999999999937, 0.01605499999999971, 0.02556999999999987, 0.03576999999999986, 0.008837148882843648, 0.009979345165238658, 0.010079796797417075, 0.01231032288240188, 0.01975013034159142, 0.02784795344401398, 234.71744355941087, 100.38287621069956, 269.18103810179423, 186.3293114946572, 161.91306513887105, 221.93718226669205, 210.24473801534361, 606.8751354734314, 260.85680961137825, 239.48080200655178, 333.7001044835431, 268.2672173700883, 0.02058572295466575, 0.020917185729917003, 0.021628188610185693, 0.02804404195510143, 1.32015, 0.01598999999999995, 902, -65527, 68091, 7001, 245, 0.2033592307692308, 0.09791370370370371, 0.10544552706552708, 146.93874778379305, 1.278191, 1.319464, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 10.449999999999626, 50.599999999998424, ' 6958.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
